temp,RH,wind,rain,fire
18.2,46.0,1.8,0.0,1
18.8,40.0,2.2,0.0,1
25.1,27.0,4.0,0.0,1
13.4,75.0,1.8,0.0,1
15.2,51.0,2.7,0.0,1
16.7,20.0,3.1,0.0,1
15.4,66.0,4.0,0.0,1
21.9,73.0,7.6,1.0,1
22.4,54.0,7.6,0.0,1
26.8,38.0,6.3,0.0,1
25.7,39.0,5.4,0.0,1
20.7,70.0,2.2,0.0,1
28.7,28.0,2.7,0.0,1
21.7,40.0,0.4,0.0,1
26.8,25.0,3.1,0.0,1
24.0,36.0,3.1,0.0,1
22.1,37.0,3.6,0.0,1
21.4,38.0,2.7,0.0,1
18.9,41.0,3.1,0.0,1
22.3,46.0,4.0,0.0,1
23.9,41.0,2.2,0.0,1
21.4,44.0,2.7,0.0,1
20.6,59.0,0.9,0.0,1
23.7,40.0,1.8,0.0,1
28.3,32.0,4.0,0.0,1
11.2,84.0,7.6,0.0,1
21.4,42.0,3.1,0.0,1
19.3,39.0,3.6,0.0,1
21.8,53.0,3.1,0.0,1
22.1,54.0,7.6,0.0,1
19.4,55.0,4.0,0.0,1
23.7,24.0,3.1,0.0,1
21.0,32.0,3.1,0.0,1
19.1,53.0,2.7,0.0,1
21.8,56.0,3.1,0.0,1
20.1,58.0,4.5,0.0,1
20.2,47.0,4.0,0.0,1
4.8,57.0,8.5,0.0,1
5.1,61.0,8.0,0.0,1
5.1,61.0,4.9,0.0,1
4.6,21.0,8.5,0.0,1
4.6,21.0,8.5,0.0,1
4.6,21.0,8.5,0.0,1
4.6,21.0,8.5,0.0,1
2.2,59.0,4.9,0.0,1
5.1,24.0,8.5,0.0,1
4.2,51.0,4.0,0.0,1
8.8,35.0,3.1,0.0,1
7.5,46.0,8.0,0.0,1
23.4,40.0,6.3,0.0,1
12.6,90.0,7.6,0.2,1
22.1,49.0,2.7,0.0,1
24.2,32.0,1.8,0.0,1
24.3,30.0,1.8,0.0,1
18.7,53.0,1.8,0.0,1
25.3,39.0,0.9,0.0,1
22.9,40.0,1.3,0.0,1
26.9,28.0,5.4,0.0,1
17.1,67.0,3.6,0.0,1
22.2,48.0,1.3,0.0,1
14.3,46.0,1.8,0.0,1
15.4,45.0,2.2,0.0,1
19.6,43.0,4.9,0.0,1
10.6,90.0,2.7,0.0,1
20.7,25.0,4.9,0.0,1
19.1,39.0,5.4,0.0,1
19.2,38.0,4.5,0.0,1
19.2,38.0,4.5,0.0,1
11.3,94.0,4.9,0.0,1
19.0,52.0,2.2,0.0,1
17.1,53.0,5.4,0.0,1
23.8,35.0,3.6,0.0,1
16.0,45.0,1.8,0.0,1
24.9,27.0,2.2,0.0,1
25.3,27.0,2.7,0.0,1
24.8,28.0,1.8,0.0,1
12.2,78.0,6.3,0.0,1
24.3,27.0,4.9,0.0,1
19.7,41.0,1.8,0.0,1
18.5,30.0,2.7,0.0,1
18.6,24.0,5.8,0.0,1
19.2,24.0,4.9,0.0,1
21.6,27.0,2.2,0.0,1
21.6,28.0,6.3,0.0,1
18.9,34.0,7.2,0.0,1
16.8,28.0,4.0,0.0,1
16.8,28.0,4.0,0.0,1
12.9,39.0,2.7,0.0,1
13.7,56.0,1.8,0.0,1
24.2,27.0,3.1,0.0,1
24.1,27.0,3.1,0.0,1
21.2,32.0,2.2,0.0,1
19.7,35.0,1.8,0.0,1
23.5,27.0,4.0,0.0,1
24.2,27.0,3.1,0.0,1
21.5,28.0,4.5,0.0,1
17.1,41.0,2.2,0.0,1
18.1,54.0,3.1,0.0,1
18.0,51.0,5.4,0.0,1
9.8,86.0,1.8,0.0,1
19.3,44.0,2.2,0.0,1
23.0,34.0,2.2,0.0,1
22.7,35.0,2.2,0.0,1
20.4,41.0,1.8,0.0,1
19.3,44.0,2.2,0.0,1
15.7,51.0,2.2,0.0,1
20.6,37.0,1.8,0.0,1
15.9,51.0,4.5,0.0,1
12.2,66.0,4.9,0.0,1
16.8,43.0,3.1,0.0,1
21.3,35.0,2.2,0.0,1
10.1,75.0,3.6,0.0,1
17.4,57.0,4.5,0.0,1
12.8,64.0,3.6,0.0,1
10.1,75.0,3.6,0.0,1
15.4,53.0,6.3,0.0,1
20.6,43.0,3.6,0.0,1
19.8,47.0,2.7,0.0,1
18.7,50.0,2.2,0.0,1
20.8,35.0,4.9,0.0,1
20.8,35.0,4.9,0.0,1
15.9,55.0,3.6,0.0,1
19.7,39.0,2.7,0.0,1
21.1,39.0,2.2,0.0,1
18.4,42.0,2.2,0.0,1
17.3,45.0,4.0,0.0,1
15.2,64.0,3.1,0.0,1
15.9,53.0,2.2,0.0,1
21.1,35.0,2.7,0.0,1
19.6,45.0,3.1,0.0,1
15.9,38.0,5.4,0.0,1
16.4,27.0,3.6,0.0,1
16.8,47.0,4.9,0.0,1
13.8,77.0,7.6,0.0,1
13.8,77.0,7.6,0.0,1
14.2,58.0,4.0,0.0,1
10.4,75.0,0.9,0.0,1
20.3,42.0,2.7,0.0,1
10.3,78.0,4.0,0.0,1
15.4,57.0,4.9,0.0,1
21.1,54.0,2.2,0.0,1
21.9,42.0,2.2,0.0,1
8.7,51.0,5.8,0.0,1
5.2,100.0,0.9,0.0,1
19.3,39.0,7.2,0.0,1
16.2,63.0,2.7,0.0,1
28.2,29.0,1.8,0.0,1
20.5,58.0,2.7,0.0,1
21.3,44.0,4.5,0.0,1
20.9,50.0,2.2,0.0,1
20.6,55.0,5.4,0.0,1
11.6,48.0,5.4,0.0,1
23.3,34.0,3.1,0.0,1
23.3,34.0,3.1,0.0,1
7.5,71.0,6.3,0.0,1
20.7,46.0,2.7,0.0,1
21.9,43.0,4.0,0.0,1
15.2,19.0,7.6,0.0,1
5.3,68.0,1.8,0.0,1
10.1,62.0,1.8,0.0,1
20.4,55.0,4.9,0.0,1
24.3,33.0,3.6,0.0,1
25.9,32.0,3.1,0.0,1
28.0,34.0,4.5,0.0,1
28.0,34.0,4.5,0.0,1
22.8,46.0,4.0,0.0,1
25.0,36.0,4.0,0.0,1
21.3,41.0,3.6,0.0,1
21.8,34.0,2.2,0.0,1
27.9,27.0,2.2,0.0,1
17.0,67.0,4.9,0.0,1
14.2,46.0,4.0,0.0,1
19.9,44.0,3.1,0.0,1
23.4,31.0,5.4,0.0,1
14.7,42.0,2.7,0.0,1
8.2,53.0,9.4,0.0,1
22.8,27.0,4.5,0.0,1
26.4,33.0,3.6,0.0,1
24.1,50.0,4.0,0.0,1
27.5,27.0,4.9,0.0,1
26.3,39.0,3.1,0.0,1
13.8,24.0,5.8,0.0,1
24.9,42.0,5.4,0.0,1
24.8,36.0,4.0,0.0,1
26.2,36.0,4.5,0.0,1
30.8,19.0,4.5,0.0,1
29.3,27.0,3.6,0.0,1
22.3,48.0,4.0,0.0,1
26.9,31.0,3.6,0.0,1
20.4,56.0,2.2,0.0,1
20.4,56.0,2.2,0.0,1
27.9,33.0,2.2,0.0,1
26.2,34.0,5.8,0.0,1
24.6,44.0,4.0,0.0,1
19.4,45.0,3.6,0.0,1
23.3,40.0,4.0,0.0,1
23.9,38.0,6.7,0.0,1
20.9,66.0,4.9,0.0,1
22.2,45.0,3.6,0.0,1
23.8,51.0,1.8,0.0,1
26.8,35.0,1.3,0.0,1
14.2,73.0,2.7,0.0,1
23.6,53.0,4.0,0.0,1
19.1,46.0,2.2,0.0,1
16.2,58.0,3.6,0.0,1
25.5,29.0,1.8,0.0,1
10.9,64.0,3.1,0.0,1
14.8,78.0,8.0,0.0,1
16.2,58.0,3.6,0.0,1
17.3,80.0,4.5,0.0,1
19.1,70.0,2.2,0.0,1
8.9,35.0,8.0,0.0,1
10.5,77.0,4.0,0.0,1
19.3,61.0,4.9,0.0,1
23.4,49.0,5.4,0.0,1
11.8,88.0,4.9,0.0,1
17.7,65.0,4.0,0.0,1
17.4,54.0,3.1,0.0,1
16.8,56.0,3.1,0.0,1
17.9,48.0,2.7,0.0,1
16.6,59.0,2.7,0.0,1
19.9,50.0,4.0,0.0,1
18.9,64.0,4.9,0.0,1
15.5,72.0,8.0,0.0,1
18.9,64.0,4.9,0.0,1
18.9,64.0,4.9,0.0,1
14.5,76.0,7.6,0.0,1
4.6,82.0,6.3,0.0,1
5.1,77.0,5.4,0.0,1
4.6,59.0,0.9,0.0,1
10.2,45.0,5.8,0.0,1
11.2,41.0,5.4,0.0,1
13.3,27.0,3.6,0.0,1
13.7,33.0,9.4,0.0,1
17.6,27.0,5.8,0.0,1
18.0,40.0,4.0,0.0,1
14.3,79.0,4.0,0.0,1
24.5,50.0,3.1,0.0,1
26.4,35.0,2.7,0.0,1
22.7,40.0,9.4,0.0,1
27.2,28.0,1.3,0.0,1
26.1,45.0,4.0,0.0,1
18.2,82.0,4.5,0.0,1
22.6,57.0,4.9,0.0,1
30.2,25.0,4.5,0.0,1
30.2,22.0,4.9,0.0,1
23.4,40.0,5.8,0.0,1
31.0,27.0,5.4,0.0,1
33.1,25.0,4.0,0.0,1
30.6,28.0,3.6,0.0,1
24.1,43.0,6.3,0.0,1
26.4,34.0,3.6,0.0,1
19.4,71.0,7.6,0.0,1
20.6,58.0,1.3,0.0,1
28.7,33.0,4.0,0.0,1
32.4,21.0,4.5,0.0,1
32.4,27.0,2.2,0.0,1
27.5,29.0,4.5,0.0,1
30.8,30.0,4.9,0.0,1
23.9,42.0,2.2,0.0,1
32.6,26.0,3.1,0.0,1
32.3,27.0,2.2,0.0,1
33.3,26.0,2.7,0.0,1
27.3,63.0,4.9,6.4,1
21.6,65.0,4.9,0.8,1
21.6,65.0,4.9,0.8,1
20.7,69.0,4.9,0.4,1
29.2,30.0,4.9,0.0,1
28.9,29.0,4.9,0.0,1
26.7,35.0,1.8,0.0,1
18.5,73.0,8.5,0.0,1
25.9,41.0,3.6,0.0,1
25.9,41.0,3.6,0.0,1
21.1,71.0,7.6,1.4,1
18.2,62.0,5.4,0.0,1
27.8,35.0,2.7,0.0,1
27.8,32.0,2.7,0.0,1
21.9,71.0,5.8,0.0,1
21.2,70.0,6.7,0.0,1
25.6,42.0,4.0,0.0,1
11.8,31.0,4.5,0.0,1
2.0,87.0,4.0,0.0,0
2.0,87.0,4.0,0.0,0
14.0,94.0,0.0,0.0,0
24.5,67.0,11.2,0.5,0
31.0,43.0,11.2,0.1,0
33.0,59.0,0.0,0.0,0
26.9,66.0,25.2,0.1,0
8.0,37.0,11.9,0.0,0
2.0,87.0,15.1,0.1,0
15.2,77.0,16.6,0.3,0
21.0,94.0,0.0,1.3,0
2.4,85.0,13.3,0.1,0
1.0,93.0,6.8,0.0,0
9.1,44.0,14.8,0.0,0
27.0,51.0,0.0,6.5,0
25.0,89.0,0.0,0.1,0
20.2,22.0,10.8,0.0,0
-9.3,87.0,38.9,0.2,0
25.2,82.0,5.4,0.0,0
27.0,79.0,0.0,0.0,0
22.1,84.0,29.5,6.0,0
23.7,21.0,6.1,0.0,0
24.3,21.0,7.2,0.0,0
17.0,59.0,11.2,0.0,0
25.0,89.0,0.0,0.1,0
15.9,68.0,16.9,0.2,0
26.8,79.0,9.0,2.0,0
24.0,94.0,0.0,0.0,0
28.7,73.0,6.1,1.0,0
-0.4,90.0,3.6,0.0,0
14.0,100.0,15.1,0.4,0
26.4,77.0,6.1,0.3,0
2.4,85.0,13.3,0.1,0
2.0,87.0,4.0,0.0,0
31.0,63.0,15.1,0.4,0
17.0,83.0,0.0,0.0,0
5.0,61.0,6.8,0.0,0
24.0,94.0,11.2,0.2,0
4.0,75.0,19.1,0.0,0
3.9,79.0,6.1,0.0,0
28.7,73.0,6.1,1.0,0
20.6,89.0,3.6,8.4,0
25.4,24.0,1.4,0.0,0
-0.8,81.0,17.3,0.0,0
14.0,82.0,0.0,0.5,0
23.4,84.0,9.4,0.0,0
28.7,73.0,6.1,1.0,0
-12.0,78.0,19.1,0.0,0
14.7,94.0,8.3,10.9,0
25.0,83.0,6.8,0.3,0
24.0,94.0,11.2,0.2,0
20.0,83.0,29.9,0.0,0
12.6,81.0,15.5,0.0,0
8.4,27.0,4.0,0.0,0
26.8,79.0,9.0,2.0,0
21.0,60.0,15.1,0.2,0
16.0,94.0,13.0,3.3,0
2.4,85.0,13.3,0.1,0
15.1,81.0,18.4,1.0,0
21.2,85.0,7.2,4.2,0
24.7,88.0,4.7,0.0,0
-10.7,95.0,4.7,0.1,0
31.0,75.0,6.1,6.3,0
26.8,79.0,9.0,2.0,0
12.6,81.0,15.5,0.0,0
15.2,77.0,16.6,0.3,0
24.0,94.0,4.0,0.2,0
-1.1,96.0,3.6,1.7,0
25.4,24.0,1.4,0.0,0
25.4,24.0,1.4,0.0,0
25.9,72.0,20.9,4.1,0
24.0,94.0,4.0,0.2,0
22.6,56.0,19.4,0.0,0
23.7,21.0,6.1,0.0,0
22.6,49.0,10.4,0.0,0
27.0,51.0,0.0,6.5,0
22.5,69.0,11.9,0.1,0
1.0,93.0,6.8,0.0,0
17.0,83.0,15.1,0.0,0
25.0,89.0,0.0,0.1,0
20.6,89.0,3.6,8.4,0
23.0,50.0,22.0,0.1,0
25.0,90.0,8.3,1.3,0
3.4,66.0,25.6,0.4,0
18.9,32.0,9.0,0.0,0
22.5,69.0,11.9,0.1,0
31.0,43.0,11.2,0.1,0
27.0,70.0,6.8,5.4,0
31.0,75.0,6.1,6.3,0
15.2,77.0,16.6,0.3,0
-0.3,92.0,8.3,0.0,0
14.0,100.0,15.1,0.2,0
25.4,24.0,1.4,0.0,0
17.0,83.0,15.1,0.0,0
20.0,83.0,0.0,0.1,0
14.0,100.0,15.1,0.2,0
14.0,100.0,15.1,0.4,0
-6.5,77.0,5.0,0.0,0
24.6,75.0,8.3,0.0,0
15.2,77.0,16.6,0.3,0
25.4,24.0,1.4,0.0,0
22.2,85.0,20.9,0.0,0
18.0,44.0,2.9,0.0,0
10.1,94.0,6.8,0.0,0
24.0,83.0,19.1,0.0,0
24.9,88.0,12.2,4.0,0
21.0,60.0,20.2,0.0,0
24.0,83.0,19.1,0.0,0
24.9,22.0,7.2,0.0,0
31.0,63.0,15.1,0.4,0
15.0,72.0,19.1,0.0,0
-5.4,90.0,1.4,0.0,0
18.3,80.0,3.6,0.0,0
24.0,69.0,6.1,0.3,0
15.9,68.0,16.9,0.2,0
24.0,83.0,19.1,0.0,0
15.9,68.0,16.9,0.2,0
23.0,94.0,6.1,2.2,0
25.0,89.0,0.0,0.1,0
27.0,51.0,0.0,6.5,0
12.0,92.0,2.5,0.0,0
23.7,21.0,6.1,0.0,0
24.0,83.0,19.1,0.0,0
26.8,79.0,9.0,2.0,0
15.2,77.0,16.6,0.3,0
28.7,73.0,6.1,1.0,0
26.8,79.0,9.0,2.0,0
28.4,75.0,9.7,0.0,0
28.7,73.0,6.1,1.0,0
15.2,77.0,16.6,0.3,0
24.0,39.0,11.2,0.1,0
27.0,51.0,0.0,6.5,0
25.4,24.0,1.4,0.0,0
26.8,79.0,9.0,2.0,0
25.5,50.0,8.3,0.3,0
15.9,68.0,16.9,0.2,0
27.0,51.0,0.0,6.5,0
0.0,100.0,19.1,0.5,0
2.0,87.0,4.0,0.0,0
7.0,87.0,16.9,0.0,0
28.7,73.0,6.1,1.0,0
31.0,75.0,6.1,1.1,0
25.5,50.0,8.3,0.3,0
24.9,22.0,7.2,0.0,0
14.0,82.0,15.1,0.0,0
25.2,30.0,12.6,0.0,0
28.2,74.0,9.4,0.7,0
21.0,60.0,20.2,0.0,0
14.0,100.0,15.1,0.4,0
0.0,93.0,0.0,0.1,0
25.5,50.0,8.3,0.3,0
7.0,87.0,16.9,0.0,0
20.6,89.0,3.6,8.4,0
15.0,88.0,13.0,0.7,0
15.9,68.0,16.9,0.2,0
29.0,75.0,22.0,0.0,0
-4.6,69.0,11.5,0.4,0
-5.0,93.0,11.2,0.0,0
-1.8,91.0,3.2,0.0,0
29.0,75.0,22.0,0.0,0
5.0,100.0,24.1,0.0,0
-13.0,85.0,15.1,0.0,0
25.4,24.0,1.4,0.0,0
12.0,92.0,2.5,0.0,0
1.0,93.0,6.8,0.0,0
11.4,97.0,41.0,2.6,0
31.0,75.0,6.1,6.3,0
2.4,79.0,7.2,0.0,0
26.0,84.0,6.8,3.8,0
23.0,100.0,0.0,2.4,0
28.7,73.0,6.1,1.0,0
-5.0,93.0,16.9,0.1,0
15.0,88.0,13.0,0.7,0
14.1,74.0,28.1,0.3,0
15.0,72.0,19.1,0.4,0
24.5,67.0,11.2,0.5,0
27.5,28.0,18.4,0.0,0
23.7,21.0,6.1,0.0,0
24.9,22.0,7.2,0.0,0
23.0,100.0,0.0,2.4,0
28.2,74.0,9.4,0.7,0
14.0,100.0,15.1,0.4,0
29.0,75.0,22.0,0.0,0
12.6,81.0,15.5,0.0,0
9.0,71.0,41.0,5.4,0
-2.6,73.0,27.0,1.0,0
4.0,75.0,19.1,0.0,0
25.0,94.0,0.0,0.0,0
24.4,20.0,7.6,0.0,0
-9.0,85.0,24.1,0.0,0
0.8,75.0,20.9,0.0,0
10.9,59.0,17.6,0.0,0
23.0,73.0,13.0,0.0,0
0.0,93.0,0.0,0.1,0
24.3,21.0,7.2,0.0,0
24.4,20.0,7.6,0.0,0
26.8,79.0,9.0,2.0,0
-13.8,71.0,12.6,0.0,0
28.7,73.0,6.1,1.0,0
4.0,75.0,19.1,0.0,0
24.9,49.0,7.2,0.0,0
20.6,89.0,3.6,8.4,0
25.4,24.0,1.4,0.0,0
18.0,45.0,20.2,0.0,0
24.9,85.0,7.9,0.0,0
20.0,83.0,29.9,0.0,0
2.0,87.0,4.0,0.0,0
25.0,83.0,6.1,0.5,0
31.0,63.0,15.1,0.4,0
24.0,69.0,6.1,0.3,0
15.0,88.0,13.0,0.7,0
26.8,79.0,9.0,2.0,0
22.5,69.0,11.9,0.1,0
16.7,93.0,2.5,12.4,0
-0.4,90.0,3.6,0.0,0
24.0,39.0,11.2,0.1,0
22.2,50.0,15.1,1.0,0
21.0,73.0,0.0,0.0,0
1.0,93.0,6.8,0.0,0
-3.9,90.0,17.3,0.0,0
14.0,100.0,15.1,0.2,0
14.4,47.0,15.1,0.1,0
-10.6,72.0,19.8,0.0,0
-6.0,93.0,0.0,0.0,0
24.9,22.0,7.2,0.0,0
24.9,22.0,7.2,0.0,0
2.4,85.0,13.3,0.1,0
2.4,85.0,13.3,0.1,0
23.0,100.0,0.0,2.4,0
-14.0,78.0,20.2,0.0,0
1.0,93.0,6.8,0.0,0
15.9,68.0,16.9,0.2,0
23.9,74.0,2.9,0.0,0
15.9,68.0,16.9,0.2,0
15.2,77.0,16.6,0.3,0
14.1,25.0,31.0,0.0,0
20.6,89.0,3.6,8.4,0
26.8,79.0,9.0,2.0,0
-2.9,94.0,17.3,0.6,0
26.8,79.0,9.0,2.0,0
-5.9,51.0,10.4,0.0,0
31.0,75.0,6.1,6.3,0
25.7,78.0,2.2,1.5,0
15.0,72.0,19.1,0.4,0
-0.8,73.0,1.8,0.0,0
2.4,85.0,13.3,0.1,0
-2.0,86.0,25.9,0.1,0
31.0,75.0,6.1,6.3,0
31.1,66.0,9.4,0.0,0
28.7,73.0,6.1,1.0,0
29.0,75.0,22.0,0.0,0
24.3,21.0,7.2,0.0,0
15.0,72.0,19.1,0.4,0
24.0,39.0,11.2,0.1,0
23.0,78.0,9.0,0.0,0
28.2,74.0,9.4,0.7,0
24.4,20.0,7.6,0.0,0
